month,product_subgroup,production_type,region,price_value,unit_name
2021-06,Tomme,Conventionnel,Suisse,18.8,kg
2021-06,Gruyère,Conventionnel,Suisse,20.82,kg
2021-06,Gruyère,Bio,Suisse,23.71,kg
2021-06,Mozzarella,Bio,Suisse,14.6,kg
2021-06,Emmentaler,Bio,Suisse,18.91,kg
2021-06,Sbrinz,Conventionnel,Suisse,22.49,kg
2021-06,Mozzarella,Conventionnel,Suisse,9.67,kg
2021-06,Emmentaler,Conventionnel,Suisse,18.71,kg
2021-06,Cottage cheese,Conventionnel,Suisse,7.6,kg
2021-06,Tilsit,Conventionnel,Suisse,13.47,kg
2021-06,Crème entière,Conventionnel,Suisse,6.68,Litre
2021-06,Appenzell,Conventionnel,Suisse,17.16,kg
2021-06,Beurre de cuisine,Conventionnel,Suisse,13.76,kg
2021-06,Lait entier,Conventionnel,Suisse,1.34,Litre
2021-06,Appenzell,Conventionnel,Suisse,19.0,kg
2021-06,Tilsit,Conventionnel,Suisse,17.38,kg
2021-06,Beurre de choix,Bio,Suisse,20.1,kg
2021-06,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.8,kg
2021-06,Edamer CH,Conventionnel,Suisse,15.37,kg
2021-06,Yogourt nature,Bio,Suisse,3.78,kg
2021-06,Brie CH 45%,Conventionnel,Suisse,18.5,kg
2021-06,Beurre de choix,Conventionnel,Suisse,16.4,kg
2021-06,Lait entier,Bio,Suisse,1.8,Litre
2021-06,Tête de Moine,Conventionnel,Suisse,21.57,kg
2021-06,Demi-crème,Conventionnel,Suisse,4.96,Litre
2021-06,Gruyère,Conventionnel,Suisse,17.57,kg
2021-06,Lait écrémé,Conventionnel,Suisse,1.39,Litre
2021-06,Vacherin fribourgeois,Conventionnel,Suisse,19.3,kg
2021-06,Lait drink,Bio,Suisse,1.79,Litre
2021-06,Lait drink,Bio,Suisse,1.8,Litre
2021-06,Camembert 60%,Conventionnel,Suisse,18.64,kg
2021-06,Crème à café,Conventionnel,Suisse,3.58,Litre
2021-06,Emmentaler,Conventionnel,Suisse,15.39,kg
2021-06,Fromage à raclette,Conventionnel,Suisse,20.62,kg
2021-05,Lait drink,Conventionnel,Suisse,1.59,Litre
2021-05,Beurre de choix,Bio,Suisse,19.85,kg
2021-05,Tilsit,Conventionnel,Suisse,12.12,kg
2021-05,Sbrinz,Conventionnel,Suisse,22.49,kg
2021-05,Tête de Moine,Conventionnel,Suisse,21.57,kg
2021-05,Gruyère,Bio,Suisse,20.84,kg
2021-05,Lait écrémé,Conventionnel,Suisse,1.5,Litre
2021-05,Fromage à raclette,Conventionnel,Suisse,19.23,kg
2021-05,Beurre de choix,Conventionnel,Suisse,16.4,kg
2021-05,Gruyère,Conventionnel,Suisse,20.82,kg
2021-05,Vacherin fribourgeois,Conventionnel,Suisse,19.29,kg
2021-05,Gruyère,Conventionnel,Suisse,17.57,kg
2021-05,Crème à café,Conventionnel,Suisse,3.64,Litre
2021-05,Yogourt nature,Conventionnel,Suisse,2.44,kg
2021-05,Lait drink,Bio,Suisse,1.8,Litre
2021-05,Brie CH 45%,Bio,Suisse,21.94,kg
2021-05,Yogourt nature,Bio,Suisse,3.78,kg
2021-05,Edamer CH,Conventionnel,Suisse,15.37,kg
2021-05,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.8,kg
2021-05,Tilsit,Conventionnel,Suisse,15.3,kg
2021-05,Cottage cheese,Conventionnel,Suisse,7.65,kg
2021-05,Tilsit,Bio,Suisse,21.8,kg
2021-05,"Yogourt, autres fruits",Bio,Suisse,4.56,kg
2021-05,Lait entier,Conventionnel,Suisse,1.28,Litre
2021-05,"Yogourt, autres fruits",Conventionnel,Suisse,3.06,kg
2021-05,Demi-crème,Conventionnel,Suisse,5.1,Litre
2021-05,Beurre de cuisine,Conventionnel,Suisse,13.52,kg
2021-05,Camembert 60%,Conventionnel,Suisse,18.64,kg
2021-05,Lait entier,Conventionnel,Suisse,1.62,Litre
2021-05,Lait entier,Bio,Suisse,1.79,Litre
2021-05,Appenzell,Conventionnel,Suisse,17.99,kg
2021-05,Lait drink,Bio,Suisse,1.79,Litre
2021-05,Mozzarella,Conventionnel,Suisse,10.2,kg
2021-05,Crème entière,Bio,Suisse,13.45,Litre
2021-05,Emmentaler,Conventionnel,Suisse,18.71,kg
2021-05,Emmentaler,Conventionnel,Suisse,15.39,kg
2021-05,Beurre à rôtir,Conventionnel,Suisse,19.24,kg
2021-05,Lait entier,Bio,Suisse,1.8,Litre
2021-05,Brie CH 45%,Conventionnel,Suisse,18.5,kg
2021-05,Lait drink,Conventionnel,Suisse,1.37,Litre
2021-05,Emmentaler,Bio,Suisse,18.91,kg
2021-05,Mozzarella,Bio,Suisse,14.6,kg
2021-05,Appenzell,Conventionnel,Suisse,16.27,kg
2021-05,Tomme,Conventionnel,Suisse,18.8,kg
2021-05,Crème entière,Conventionnel,Suisse,6.74,Litre
2021-04,Beurre de cuisine,Conventionnel,Suisse,13.36,kg
2021-04,Vacherin fribourgeois,Conventionnel,Suisse,19.29,kg
2021-04,Tilsit,Conventionnel,Suisse,14.24,kg
2021-04,Cottage cheese,Conventionnel,Suisse,7.65,kg
2021-04,Gruyère,Conventionnel,Suisse,16.89,kg
2021-04,Demi-crème,Conventionnel,Suisse,4.94,Litre
2021-04,Lait entier,Bio,Suisse,1.79,Litre
2021-04,Appenzell,Conventionnel,Suisse,19.0,kg
2021-04,Lait entier,Conventionnel,Suisse,1.62,Litre
2021-04,Lait drink,Bio,Suisse,1.8,Litre
2021-04,Tête de Moine,Conventionnel,Suisse,21.57,kg
2021-04,Gruyère,Conventionnel,Suisse,20.82,kg
2021-04,Crème entière,Bio,Suisse,13.45,Litre
2021-04,Lait écrémé,Conventionnel,Suisse,1.5,Litre
2021-04,Gruyère,Bio,Suisse,23.71,kg
2021-04,Lait drink,Conventionnel,Suisse,1.37,Litre
2021-04,Appenzell,Conventionnel,Suisse,16.27,kg
2021-04,Crème à café,Conventionnel,Suisse,3.64,Litre
2021-04,Mozzarella,Bio,Suisse,14.6,kg
2021-04,Lait drink,Conventionnel,Suisse,1.59,Litre
2021-04,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.8,kg
2021-04,Fromage à raclette,Conventionnel,Suisse,20.92,kg
2021-04,Beurre à rôtir,Conventionnel,Suisse,19.24,kg
2021-04,Edamer CH,Conventionnel,Suisse,15.31,kg
2021-04,Beurre de choix,Bio,Suisse,19.85,kg
2021-04,Brie CH 45%,Conventionnel,Suisse,18.5,kg
2021-04,Emmentaler,Conventionnel,Suisse,16.27,kg
2021-04,Yogourt nature,Conventionnel,Suisse,2.44,kg
2021-04,Sbrinz,Conventionnel,Suisse,21.97,kg
2021-04,Lait entier,Conventionnel,Suisse,1.33,Litre
2021-04,Emmentaler,Conventionnel,Suisse,18.71,kg
2021-04,Yogourt nature,Bio,Suisse,3.78,kg
2021-04,"Yogourt, autres fruits",Conventionnel,Suisse,3.06,kg
2021-04,Beurre de choix,Conventionnel,Suisse,16.4,kg
2021-04,Tilsit,Bio,Suisse,21.8,kg
2021-04,Lait drink,Bio,Suisse,1.79,Litre
2021-04,Tilsit,Conventionnel,Suisse,16.98,kg
2021-04,Brie CH 45%,Bio,Suisse,21.94,kg
2021-04,Mozzarella,Conventionnel,Suisse,10.2,kg
2021-04,Lait entier,Bio,Suisse,1.71,Litre
2021-04,Emmentaler,Bio,Suisse,18.91,kg
2021-04,Crème entière,Conventionnel,Suisse,6.5,Litre
2021-04,"Yogourt, autres fruits",Bio,Suisse,4.56,kg
2021-04,Tomme,Conventionnel,Suisse,18.8,kg
2021-04,Camembert 60%,Conventionnel,Suisse,18.64,kg
2021-03,Lait drink,Conventionnel,Suisse,1.59,Litre
2021-03,Crème entière,Bio,Suisse,13.45,Litre
2021-03,Beurre de cuisine,Conventionnel,Suisse,13.4,kg
2021-03,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.8,kg
2021-03,Lait entier,Conventionnel,Suisse,1.34,Litre
2021-03,Emmentaler,Conventionnel,Suisse,19.77,kg
2021-03,Lait entier,Bio,Suisse,1.8,Litre
2021-03,Gruyère,Bio,Suisse,23.08,kg
2021-03,Mozzarella,Bio,Suisse,14.6,kg
2021-03,Yogourt nature,Conventionnel,Suisse,2.44,kg
2021-03,Tilsit,Conventionnel,Suisse,17.43,kg
2021-03,Lait drink,Conventionnel,Suisse,1.3,Litre
2021-03,Appenzell,Conventionnel,Suisse,17.16,kg
2021-03,Lait drink,Bio,Suisse,1.8,Litre
2021-03,Crème entière,Conventionnel,Suisse,6.36,Litre
2021-03,Tomme,Conventionnel,Suisse,19.0,kg
2021-03,Emmentaler,Bio,Suisse,21.29,kg
2021-03,Tilsit,Bio,Suisse,21.58,kg
2021-03,Mozzarella,Conventionnel,Suisse,8.73,kg
2021-03,Fromage à raclette,Conventionnel,Suisse,16.93,kg
2021-03,Lait entier,Bio,Suisse,1.79,Litre
2021-03,Edamer CH,Conventionnel,Suisse,15.16,kg
2021-03,Gruyère,Conventionnel,Suisse,19.82,kg
2021-03,Yogourt nature,Bio,Suisse,3.78,kg
2021-03,Brie CH 45%,Conventionnel,Suisse,18.5,kg
2021-03,Lait drink,Bio,Suisse,1.79,Litre
2021-03,Vacherin fribourgeois,Conventionnel,Suisse,19.29,kg
2021-03,Lait entier,Conventionnel,Suisse,1.62,Litre
2021-03,Lait écrémé,Conventionnel,Suisse,1.5,Litre
2021-03,Emmentaler,Conventionnel,Suisse,15.39,kg
2021-03,Tête de Moine,Conventionnel,Suisse,21.57,kg
2021-03,Beurre de choix,Bio,Suisse,19.85,kg
2021-03,Beurre à rôtir,Conventionnel,Suisse,19.24,kg
2021-03,Cottage cheese,Conventionnel,Suisse,7.65,kg
2021-03,"Yogourt, autres fruits",Bio,Suisse,4.56,kg
2021-03,Beurre de choix,Conventionnel,Suisse,16.4,kg
2021-03,Tilsit,Conventionnel,Suisse,14.32,kg
2021-03,"Yogourt, autres fruits",Conventionnel,Suisse,3.06,kg
2021-03,Camembert 60%,Conventionnel,Suisse,18.64,kg
2021-03,Demi-crème,Conventionnel,Suisse,5.1,Litre
2021-03,Sbrinz,Conventionnel,Suisse,23.85,kg
2021-03,Brie CH 45%,Bio,Suisse,21.94,kg
2021-03,Gruyère,Conventionnel,Suisse,16.64,kg
2021-03,Appenzell,Conventionnel,Suisse,17.49,kg
2021-03,Crème à café,Conventionnel,Suisse,3.66,Litre
2021-02,Gruyère,Bio,Suisse,23.08,kg
2021-02,Lait drink,Conventionnel,Suisse,1.59,Litre
2021-02,Tilsit,Conventionnel,Suisse,17.43,kg
2021-02,Mozzarella,Bio,Suisse,14.6,kg
2021-02,Fromage à raclette,Conventionnel,Suisse,16.94,kg
2021-02,Mozzarella,Conventionnel,Suisse,9.67,kg
2021-02,Yogourt nature,Bio,Suisse,3.78,kg
2021-02,Emmentaler,Conventionnel,Suisse,18.71,kg
2021-02,Lait entier,Conventionnel,Suisse,1.59,Litre
2021-02,Tête de Moine,Conventionnel,Suisse,21.57,kg
2021-02,Demi-crème,Conventionnel,Suisse,5.02,Litre
2021-02,Cottage cheese,Conventionnel,Suisse,7.65,kg
2021-02,Appenzell,Conventionnel,Suisse,17.16,kg
2021-02,Lait entier,Bio,Suisse,1.79,Litre
2021-02,Beurre de choix,Conventionnel,Suisse,16.4,kg
2021-02,Crème entière,Bio,Suisse,13.45,Litre
2021-02,Lait drink,Bio,Suisse,1.79,Litre
2021-02,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.8,kg
2021-02,"Yogourt, autres fruits",Bio,Suisse,4.56,kg
2021-02,Appenzell,Conventionnel,Suisse,18.5,kg
2021-02,Crème entière,Conventionnel,Suisse,6.68,Litre
2021-02,Lait entier,Bio,Suisse,1.76,Litre
2021-02,Lait drink,Bio,Suisse,1.8,Litre
2021-02,Lait entier,Conventionnel,Suisse,1.27,Litre
2021-02,Lait écrémé,Conventionnel,Suisse,1.5,Litre
2021-02,Yogourt nature,Conventionnel,Suisse,2.44,kg
2021-02,Lait drink,Conventionnel,Suisse,1.38,Litre
2021-02,Camembert 60%,Conventionnel,Suisse,18.64,kg
2021-02,Tomme,Conventionnel,Suisse,19.0,kg
2021-02,Edamer CH,Conventionnel,Suisse,15.16,kg
2021-02,Vacherin fribourgeois,Conventionnel,Suisse,19.29,kg
2021-02,Gruyère,Conventionnel,Suisse,21.33,kg
2021-02,Beurre à rôtir,Conventionnel,Suisse,19.07,kg
2021-02,Emmentaler,Bio,Suisse,21.29,kg
2021-02,Beurre de cuisine,Conventionnel,Suisse,13.56,kg
2021-02,Tilsit,Bio,Suisse,21.51,kg
2021-02,"Yogourt, autres fruits",Conventionnel,Suisse,3.06,kg
2021-02,Emmentaler,Conventionnel,Suisse,15.41,kg
2021-02,Brie CH 45%,Bio,Suisse,21.94,kg
2021-02,Sbrinz,Conventionnel,Suisse,23.85,kg
2021-02,Gruyère,Conventionnel,Suisse,17.77,kg
2021-02,Crème à café,Conventionnel,Suisse,3.62,Litre
2021-02,Beurre de choix,Bio,Suisse,19.4,kg
2021-02,Brie CH 45%,Conventionnel,Suisse,18.5,kg
2021-02,Tilsit,Conventionnel,Suisse,13.56,kg
2021-01,Beurre de choix,Conventionnel,Suisse,16.4,kg
2021-01,Tilsit,Conventionnel,Suisse,16.5,kg
2021-01,Brie CH 45%,Bio,Suisse,21.94,kg
2021-01,Beurre de choix,Bio,Suisse,19.85,kg
2021-01,Lait entier,Bio,Suisse,1.8,Litre
2021-01,Camembert 60%,Conventionnel,Suisse,18.48,kg
2021-01,"Yogourt, autres fruits",Conventionnel,Suisse,3.06,kg
2021-01,Lait drink,Bio,Suisse,1.79,Litre
2021-01,Emmentaler,Conventionnel,Suisse,16.29,kg
2021-01,Sbrinz,Conventionnel,Suisse,23.85,kg
2021-01,Vacherin fribourgeois,Conventionnel,Suisse,19.29,kg
2021-01,Crème entière,Bio,Suisse,13.45,Litre
2021-01,Lait entier,Conventionnel,Suisse,1.6,Litre
2021-01,Crème entière,Conventionnel,Suisse,6.74,Litre
2021-01,"Yogourt, autres fruits",Bio,Suisse,4.56,kg
2021-01,Emmentaler,Conventionnel,Suisse,18.71,kg
2021-01,Lait écrémé,Conventionnel,Suisse,1.5,Litre
2021-01,Yogourt nature,Bio,Suisse,3.78,kg
2021-01,Tête de Moine,Conventionnel,Suisse,21.57,kg
2021-01,Emmentaler,Bio,Suisse,21.29,kg
2021-01,Mozzarella,Bio,Suisse,14.6,kg
2021-01,Gruyère,Conventionnel,Suisse,16.89,kg
2021-01,Lait entier,Bio,Suisse,1.79,Litre
2021-01,Yogourt nature,Conventionnel,Suisse,2.44,kg
2021-01,Crème à café,Conventionnel,Suisse,3.64,Litre
2021-01,Brie CH 45%,Conventionnel,Suisse,18.44,kg
2021-01,Lait drink,Conventionnel,Suisse,1.26,Litre
2021-01,Fromage à raclette,Conventionnel,Suisse,18.89,kg
2021-01,Beurre de cuisine,Conventionnel,Suisse,13.64,kg
2021-01,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.6,kg
2021-01,Appenzell,Conventionnel,Suisse,16.65,kg
2021-01,Cottage cheese,Conventionnel,Suisse,7.6,kg
2021-01,Lait drink,Bio,Suisse,1.8,Litre
2021-01,Gruyère,Conventionnel,Suisse,21.33,kg
2021-01,Tilsit,Conventionnel,Suisse,14.32,kg
2021-01,Mozzarella,Conventionnel,Suisse,10.07,kg
2021-01,Appenzell,Conventionnel,Suisse,17.49,kg
2021-01,Gruyère,Bio,Suisse,23.08,kg
2021-01,Tomme,Conventionnel,Suisse,18.8,kg
2021-01,Tilsit,Bio,Suisse,21.51,kg
2021-01,Demi-crème,Conventionnel,Suisse,5.26,Litre
2021-01,Beurre à rôtir,Conventionnel,Suisse,19.07,kg
2021-01,Lait entier,Conventionnel,Suisse,1.34,Litre
2021-01,Lait drink,Conventionnel,Suisse,1.6,Litre
2021-01,Edamer CH,Conventionnel,Suisse,14.36,kg
2020-12,Beurre à rôtir,Conventionnel,Suisse,18.89,kg
2020-12,Sbrinz,Conventionnel,Suisse,23.85,kg
2020-12,Appenzell,Conventionnel,Suisse,17.49,kg
2020-12,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.47,kg
2020-12,Brie CH 45%,Bio,Suisse,21.94,kg
2020-12,Beurre de cuisine,Conventionnel,Suisse,13.44,kg
2020-12,Vacherin fribourgeois,Conventionnel,Suisse,19.29,kg
2020-12,Cottage cheese,Conventionnel,Suisse,7.8,kg
2020-12,Edamer CH,Conventionnel,Suisse,15.16,kg
2020-12,Emmentaler,Conventionnel,Suisse,14.78,kg
2020-12,Tilsit,Conventionnel,Suisse,17.43,kg
2020-12,Tête de Moine,Conventionnel,Suisse,21.57,kg
2020-12,Tilsit,Conventionnel,Suisse,13.56,kg
2020-12,Yogourt nature,Conventionnel,Suisse,2.44,kg
2020-12,Lait drink,Bio,Suisse,1.79,Litre
2020-12,Tomme,Conventionnel,Suisse,18.8,kg
2020-12,Crème à café,Conventionnel,Suisse,3.58,Litre
2020-12,Gruyère,Conventionnel,Suisse,17.77,kg
2020-12,Emmentaler,Bio,Suisse,21.29,kg
2020-12,Lait entier,Bio,Suisse,1.8,Litre
2020-12,Appenzell,Conventionnel,Suisse,16.63,kg
2020-12,Crème entière,Conventionnel,Suisse,6.3,Litre
2020-12,Beurre de choix,Bio,Suisse,19.85,kg
2020-12,Demi-crème,Conventionnel,Suisse,5.1,Litre
2020-12,Fromage à raclette,Conventionnel,Suisse,17.08,kg
2020-12,Beurre de choix,Conventionnel,Suisse,16.15,kg
2020-12,"Yogourt, autres fruits",Bio,Suisse,4.56,kg
2020-12,Lait entier,Conventionnel,Suisse,1.58,Litre
2020-12,Crème entière,Bio,Suisse,13.45,Litre
2020-12,Lait écrémé,Conventionnel,Suisse,1.53,Litre
2020-12,Lait entier,Conventionnel,Suisse,1.2,Litre
2020-12,Lait drink,Conventionnel,Suisse,1.24,Litre
2020-12,Mozzarella,Bio,Suisse,14.6,kg
2020-12,Lait drink,Conventionnel,Suisse,1.58,Litre
2020-12,Lait entier,Bio,Suisse,1.79,Litre
2020-12,Gruyère,Bio,Suisse,23.08,kg
2020-12,Yogourt nature,Bio,Suisse,3.78,kg
2020-12,Lait drink,Bio,Suisse,1.8,Litre
2020-12,"Yogourt, autres fruits",Conventionnel,Suisse,3.06,kg
2020-12,Tilsit,Bio,Suisse,21.51,kg
2020-12,Gruyère,Conventionnel,Suisse,21.33,kg
2020-12,Emmentaler,Conventionnel,Suisse,19.77,kg
2020-12,Camembert 60%,Conventionnel,Suisse,18.32,kg
2020-12,Brie CH 45%,Conventionnel,Suisse,18.39,kg
2020-12,Mozzarella,Conventionnel,Suisse,9.93,kg
2020-11,Edamer CH,Conventionnel,Suisse,15.16,kg
2020-11,Lait drink,Conventionnel,Suisse,1.37,Litre
2020-11,Beurre de cuisine,Conventionnel,Suisse,13.44,kg
2020-11,Emmentaler,Conventionnel,Suisse,19.77,kg
2020-11,Lait drink,Bio,Suisse,1.8,Litre
2020-11,Lait entier,Conventionnel,Suisse,1.26,Litre
2020-11,Emmentaler,Bio,Suisse,21.29,kg
2020-11,Yogourt nature,Bio,Suisse,3.78,kg
2020-11,Tomme,Conventionnel,Suisse,18.8,kg
2020-11,Lait entier,Bio,Suisse,1.79,Litre
2020-11,Fromage à raclette,Conventionnel,Suisse,17.11,kg
2020-11,Demi-crème,Conventionnel,Suisse,5.16,Litre
2020-11,"Yogourt, autres fruits",Conventionnel,Suisse,3.06,kg
2020-11,Crème entière,Bio,Suisse,13.45,Litre
2020-11,Brie CH 45%,Conventionnel,Suisse,18.39,kg
2020-11,Tilsit,Bio,Suisse,21.51,kg
2020-11,Beurre de choix,Conventionnel,Suisse,16.15,kg
2020-11,Lait drink,Conventionnel,Suisse,1.58,Litre
2020-11,Mozzarella,Conventionnel,Suisse,9.93,kg
2020-11,Lait écrémé,Conventionnel,Suisse,1.5,Litre
2020-11,Lait entier,Conventionnel,Suisse,1.58,Litre
2020-11,"Yogourt, autres fruits",Bio,Suisse,4.56,kg
2020-11,Lait entier,Bio,Suisse,1.8,Litre
2020-11,Lait drink,Bio,Suisse,1.79,Litre
2020-11,Crème à café,Conventionnel,Suisse,3.58,Litre
2020-11,Appenzell,Conventionnel,Suisse,18.35,kg
2020-11,Tilsit,Conventionnel,Suisse,13.56,kg
2020-11,Beurre à rôtir,Conventionnel,Suisse,18.71,kg
2020-11,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.47,kg
2020-11,Emmentaler,Conventionnel,Suisse,16.29,kg
2020-11,Vacherin fribourgeois,Conventionnel,Suisse,19.29,kg
2020-11,Sbrinz,Conventionnel,Suisse,23.85,kg
2020-11,Beurre de choix,Bio,Suisse,19.85,kg
2020-11,Gruyère,Bio,Suisse,23.08,kg
2020-11,Gruyère,Conventionnel,Suisse,21.33,kg
2020-11,Brie CH 45%,Bio,Suisse,21.94,kg
2020-11,Tilsit,Conventionnel,Suisse,17.43,kg
2020-11,Mozzarella,Bio,Suisse,14.6,kg
2020-11,Gruyère,Conventionnel,Suisse,16.89,kg
2020-11,Crème entière,Conventionnel,Suisse,6.62,Litre
2020-11,Appenzell,Conventionnel,Suisse,16.63,kg
2020-11,Yogourt nature,Conventionnel,Suisse,2.44,kg
2020-11,Tête de Moine,Conventionnel,Suisse,21.57,kg
2020-11,Cottage cheese,Conventionnel,Suisse,7.8,kg
2020-11,Camembert 60%,Conventionnel,Suisse,18.32,kg
2020-10,"Yogourt, autres fruits",Conventionnel,Suisse,3.06,kg
2020-10,Emmentaler,Conventionnel,Suisse,14.78,kg
2020-10,Vacherin fribourgeois,Conventionnel,Suisse,19.29,kg
2020-10,Appenzell,Conventionnel,Suisse,17.49,kg
2020-10,Beurre de choix,Conventionnel,Suisse,16.15,kg
2020-10,Lait entier,Conventionnel,Suisse,1.58,Litre
2020-10,Beurre de cuisine,Conventionnel,Suisse,12.52,kg
2020-10,Lait drink,Bio,Suisse,1.79,Litre
2020-10,Gruyère,Conventionnel,Suisse,21.33,kg
2020-10,Emmentaler,Bio,Suisse,21.29,kg
2020-10,Mozzarella,Bio,Suisse,14.6,kg
2020-10,Lait écrémé,Conventionnel,Suisse,1.53,Litre
2020-10,Cottage cheese,Conventionnel,Suisse,7.25,kg
2020-10,Lait drink,Conventionnel,Suisse,1.58,Litre
2020-10,Beurre de choix,Bio,Suisse,19.85,kg
2020-10,Edamer CH,Conventionnel,Suisse,15.16,kg
2020-10,Gruyère,Bio,Suisse,23.08,kg
2020-10,Tilsit,Conventionnel,Suisse,14.32,kg
2020-10,Appenzell,Conventionnel,Suisse,16.63,kg
2020-10,Lait entier,Bio,Suisse,1.8,Litre
2020-10,Brie CH 45%,Conventionnel,Suisse,18.39,kg
2020-10,Tête de Moine,Conventionnel,Suisse,21.57,kg
2020-10,"Yogourt, autres fruits",Bio,Suisse,4.56,kg
2020-10,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.47,kg
2020-10,Beurre à rôtir,Conventionnel,Suisse,18.64,kg
2020-10,Tilsit,Bio,Suisse,21.51,kg
2020-10,Lait entier,Conventionnel,Suisse,1.28,Litre
2020-10,Crème à café,Conventionnel,Suisse,3.58,Litre
2020-10,Demi-crème,Conventionnel,Suisse,4.78,Litre
2020-10,Crème entière,Conventionnel,Suisse,6.1,Litre
2020-10,Sbrinz,Conventionnel,Suisse,23.85,kg
2020-10,Gruyère,Conventionnel,Suisse,16.89,kg
2020-10,Lait drink,Conventionnel,Suisse,1.26,Litre
2020-10,Mozzarella,Conventionnel,Suisse,9.93,kg
2020-10,Tomme,Conventionnel,Suisse,18.8,kg
2020-10,Crème entière,Bio,Suisse,13.45,Litre
2020-10,Yogourt nature,Conventionnel,Suisse,2.44,kg
2020-10,Fromage à raclette,Conventionnel,Suisse,17.47,kg
2020-10,Emmentaler,Conventionnel,Suisse,19.77,kg
2020-10,Lait entier,Bio,Suisse,1.79,Litre
2020-10,Tilsit,Conventionnel,Suisse,17.43,kg
2020-10,Camembert 60%,Conventionnel,Suisse,18.32,kg
2020-10,Lait drink,Bio,Suisse,1.8,Litre
2020-10,Yogourt nature,Bio,Suisse,3.78,kg
2020-10,Brie CH 45%,Bio,Suisse,21.94,kg
2020-09,Lait drink,Bio,Suisse,1.79,Litre
2020-09,Brie CH 45%,Conventionnel,Suisse,18.39,kg
2020-09,Crème à café,Conventionnel,Suisse,3.64,Litre
2020-09,Camembert 60%,Conventionnel,Suisse,18.32,kg
2020-09,Emmentaler,Conventionnel,Suisse,15.41,kg
2020-09,Sbrinz,Conventionnel,Suisse,23.85,kg
2020-09,Gruyère,Conventionnel,Suisse,17.77,kg
2020-09,Tilsit,Bio,Suisse,21.51,kg
2020-09,Lait drink,Conventionnel,Suisse,1.58,Litre
2020-09,Cottage cheese,Conventionnel,Suisse,7.75,kg
2020-09,Beurre de choix,Conventionnel,Suisse,16.15,kg
2020-09,Lait drink,Bio,Suisse,1.8,Litre
2020-09,Appenzell,Conventionnel,Suisse,18.5,kg
2020-09,Crème entière,Bio,Suisse,13.45,Litre
2020-09,Tilsit,Conventionnel,Suisse,14.32,kg
2020-09,Tilsit,Conventionnel,Suisse,16.5,kg
2020-09,Beurre à rôtir,Conventionnel,Suisse,18.64,kg
2020-09,Yogourt nature,Bio,Suisse,3.78,kg
2020-09,Lait entier,Conventionnel,Suisse,1.58,Litre
2020-09,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.47,kg
2020-09,Crème entière,Conventionnel,Suisse,6.6,Litre
2020-09,Gruyère,Bio,Suisse,23.08,kg
2020-09,Brie CH 45%,Bio,Suisse,21.94,kg
2020-09,Lait entier,Bio,Suisse,1.8,Litre
2020-09,Appenzell,Conventionnel,Suisse,15.75,kg
2020-09,Beurre de choix,Bio,Suisse,19.85,kg
2020-09,Emmentaler,Bio,Suisse,21.29,kg
2020-09,Yogourt nature,Conventionnel,Suisse,2.44,kg
2020-09,"Yogourt, autres fruits",Bio,Suisse,4.56,kg
2020-09,Lait écrémé,Conventionnel,Suisse,1.53,Litre
2020-09,Lait drink,Conventionnel,Suisse,1.36,Litre
2020-09,Gruyère,Conventionnel,Suisse,19.44,kg
2020-09,Tomme,Conventionnel,Suisse,18.8,kg
2020-09,Vacherin fribourgeois,Conventionnel,Suisse,19.29,kg
2020-09,Tête de Moine,Conventionnel,Suisse,21.47,kg
2020-09,Lait entier,Conventionnel,Suisse,1.27,Litre
2020-09,Demi-crème,Conventionnel,Suisse,4.82,Litre
2020-09,Fromage à raclette,Conventionnel,Suisse,18.81,kg
2020-09,Edamer CH,Conventionnel,Suisse,15.16,kg
2020-09,Mozzarella,Bio,Suisse,14.6,kg
2020-09,"Yogourt, autres fruits",Conventionnel,Suisse,3.06,kg
2020-09,Mozzarella,Conventionnel,Suisse,9.93,kg
2020-09,Beurre de cuisine,Conventionnel,Suisse,12.32,kg
2020-09,Lait entier,Bio,Suisse,1.79,Litre
2020-09,Emmentaler,Conventionnel,Suisse,19.77,kg
2020-08,"Yogourt, autres fruits",Bio,Suisse,4.56,kg
2020-08,Lait drink,Bio,Suisse,1.8,Litre
2020-08,Lait entier,Conventionnel,Suisse,1.33,Litre
2020-08,Beurre à rôtir,Conventionnel,Suisse,18.64,kg
2020-08,Lait entier,Conventionnel,Suisse,1.58,Litre
2020-08,Crème entière,Bio,Suisse,13.45,Litre
2020-08,Mozzarella,Conventionnel,Suisse,9.93,kg
2020-08,Appenzell,Conventionnel,Suisse,18.5,kg
2020-08,Crème entière,Conventionnel,Suisse,6.24,Litre
2020-08,Appenzell,Conventionnel,Suisse,15.75,kg
2020-08,Beurre de choix,Bio,Suisse,19.85,kg
