month,product_subgroup,production_type,region,price_value,unit_name
2016-09,Brie CH 45%,Conventionnel,Suisse,18.22,kg
2016-09,Beurre de cuisine,Conventionnel,Suisse,11.68,kg
2016-09,Gruyère,Bio,Suisse,21.91,kg
2016-09,Emmentaler,Conventionnel,Suisse,15.65,kg
2016-09,Tomme,Conventionnel,Suisse,18.0,kg
2016-09,Vacherin fribourgeois,Conventionnel,Suisse,18.98,kg
2016-09,Yogourt nature,Conventionnel,Suisse,2.28,kg
2016-09,Gruyère,Conventionnel,Suisse,16.42,kg
2016-09,Crème à café,Conventionnel,Suisse,3.48,Litre
2016-09,"Yogourt, autres fruits",Conventionnel,Suisse,3.11,kg
2016-08,Lait entier,Bio,Suisse,1.78,Litre
2016-08,Beurre de cuisine,Conventionnel,Suisse,11.8,kg
2016-08,Gruyère,Conventionnel,Suisse,16.42,kg
2016-08,Edamer CH,Conventionnel,Suisse,14.85,kg
2016-08,Gruyère,Conventionnel,Suisse,19.11,kg
2016-08,Mozzarella,Bio,Suisse,14.0,kg
2016-08,Lait entier,Conventionnel,Suisse,1.43,Litre
2016-08,Camembert 60%,Conventionnel,Suisse,18.56,kg
2016-08,Yogourt nature,Conventionnel,Suisse,2.28,kg
2016-08,Lait drink,Bio,Suisse,1.78,Litre
2016-08,Tilsit,Conventionnel,Suisse,16.41,kg
2016-08,Tilsit,Bio,Suisse,19.89,kg
2016-08,Beurre de choix,Conventionnel,Suisse,14.7,kg
2016-08,Emmentaler,Conventionnel,Suisse,15.65,kg
2016-08,Yogourt nature,Bio,Suisse,3.33,kg
2016-08,Lait entier,Bio,Suisse,1.8,Litre
2016-08,Brie CH 45%,Conventionnel,Suisse,18.22,kg
2016-08,Vacherin fribourgeois,Conventionnel,Suisse,19.5,kg
2016-08,Cottage cheese,Conventionnel,Suisse,7.75,kg
2016-08,Mozzarella,Conventionnel,Suisse,9.8,kg
2016-08,Beurre de choix,Bio,Suisse,18.95,kg
2016-08,"Yogourt, autres fruits",Bio,Suisse,4.17,kg
2016-08,"Yogourt, autres fruits",Conventionnel,Suisse,3.11,kg
2016-08,Sbrinz,Conventionnel,Suisse,22.41,kg
2016-08,Appenzell,Conventionnel,Suisse,16.61,kg
2016-08,Gruyère,Bio,Suisse,21.45,kg
2016-08,Lait drink,Conventionnel,Suisse,1.24,Litre
2016-08,Crème à café,Conventionnel,Suisse,3.48,Litre
2016-08,Tête de Moine,Conventionnel,Suisse,21.19,kg
2016-08,Emmentaler,Conventionnel,Suisse,19.22,kg
2016-08,Appenzell,Conventionnel,Suisse,18.44,kg
2016-08,Fromage à raclette,Conventionnel,Suisse,19.25,kg
2016-08,Crème entière,Bio,Suisse,13.3,Litre
2016-08,Lait écrémé,Conventionnel,Suisse,1.45,Litre
2016-08,Tomme,Conventionnel,Suisse,18.0,kg
2016-08,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.4,kg
2016-08,Lait entier,Conventionnel,Suisse,1.23,Litre
2016-08,Lait drink,Conventionnel,Suisse,1.43,Litre
2016-08,Emmentaler,Bio,Suisse,19.59,kg
2016-08,Lait drink,Bio,Suisse,1.8,Litre
2016-08,Demi-crème,Conventionnel,Suisse,4.92,Litre
2016-08,Brie CH 45%,Bio,Suisse,21.94,kg
2016-08,Beurre à rôtir,Conventionnel,Suisse,17.13,kg
2016-08,Crème entière,Conventionnel,Suisse,6.26,Litre
2016-08,Tilsit,Conventionnel,Suisse,13.79,kg
2016-07,Lait drink,Conventionnel,Suisse,1.43,Litre
2016-07,Beurre de choix,Bio,Suisse,18.95,kg
2016-07,Sbrinz,Conventionnel,Suisse,23.09,kg
2016-07,Crème entière,Conventionnel,Suisse,6.46,Litre
2016-07,Yogourt nature,Bio,Suisse,3.33,kg
2016-07,Tête de Moine,Conventionnel,Suisse,21.19,kg
2016-07,Mozzarella,Bio,Suisse,14.0,kg
2016-07,Lait drink,Bio,Suisse,1.8,Litre
2016-07,Brie CH 45%,Bio,Suisse,21.94,kg
2016-07,Appenzell,Conventionnel,Suisse,16.15,kg
2016-07,Beurre de choix,Conventionnel,Suisse,14.7,kg
2016-07,Beurre de cuisine,Conventionnel,Suisse,11.68,kg
2016-07,Brie CH 45%,Conventionnel,Suisse,18.22,kg
2016-07,Lait entier,Bio,Suisse,1.8,Litre
2016-07,Tilsit,Conventionnel,Suisse,16.88,kg
2016-07,Tomme,Conventionnel,Suisse,18.0,kg
2016-07,Lait entier,Conventionnel,Suisse,1.23,Litre
2016-07,Cottage cheese,Conventionnel,Suisse,7.75,kg
2016-07,Emmentaler,Conventionnel,Suisse,19.22,kg
2016-07,Appenzell,Conventionnel,Suisse,18.45,kg
2016-07,Lait drink,Bio,Suisse,1.78,Litre
2016-07,Demi-crème,Conventionnel,Suisse,4.78,Litre
2016-07,Lait drink,Conventionnel,Suisse,1.28,Litre
2016-07,Beurre à rôtir,Conventionnel,Suisse,17.16,kg
2016-07,Tilsit,Bio,Suisse,19.89,kg
2016-07,Gruyère,Conventionnel,Suisse,16.42,kg
2016-07,Lait écrémé,Conventionnel,Suisse,1.45,Litre
2016-07,Edamer CH,Conventionnel,Suisse,14.45,kg
2016-07,Mozzarella,Conventionnel,Suisse,9.4,kg
2016-07,"Yogourt, autres fruits",Conventionnel,Suisse,3.0,kg
2016-07,Emmentaler,Conventionnel,Suisse,15.2,kg
2016-07,"Yogourt, autres fruits",Bio,Suisse,4.17,kg
2016-07,Lait entier,Conventionnel,Suisse,1.43,Litre
2016-07,Crème entière,Bio,Suisse,13.3,Litre
2016-07,Lait entier,Bio,Suisse,1.78,Litre
2016-07,Yogourt nature,Conventionnel,Suisse,2.28,kg
2016-07,Fromage à raclette,Conventionnel,Suisse,21.66,kg
2016-07,Crème à café,Conventionnel,Suisse,3.48,Litre
2016-07,Camembert 60%,Conventionnel,Suisse,18.56,kg
2016-07,Gruyère,Conventionnel,Suisse,19.63,kg
2016-07,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.4,kg
2016-07,Emmentaler,Bio,Suisse,20.0,kg
2016-07,Tilsit,Conventionnel,Suisse,13.22,kg
2016-07,Vacherin fribourgeois,Conventionnel,Suisse,19.5,kg
2016-07,Gruyère,Bio,Suisse,21.91,kg
2016-06,Tilsit,Conventionnel,Suisse,13.81,kg
2016-06,Emmentaler,Conventionnel,Suisse,15.65,kg
2016-06,Lait drink,Bio,Suisse,1.77,Litre
2016-06,Demi-crème,Conventionnel,Suisse,4.9,Litre
2016-06,Tête de Moine,Conventionnel,Suisse,21.19,kg
2016-06,Fromage à raclette,Conventionnel,Suisse,21.66,kg
2016-06,Appenzell,Conventionnel,Suisse,16.61,kg
2016-06,Lait écrémé,Conventionnel,Suisse,1.45,Litre
2016-06,Gruyère,Conventionnel,Suisse,15.97,kg
2016-06,Gruyère,Conventionnel,Suisse,19.63,kg
2016-06,Beurre de choix,Bio,Suisse,18.95,kg
2016-06,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.4,kg
2016-06,Brie CH 45%,Conventionnel,Suisse,18.22,kg
2016-06,"Yogourt, autres fruits",Bio,Suisse,4.11,kg
2016-06,Edamer CH,Conventionnel,Suisse,14.85,kg
2016-06,Yogourt nature,Conventionnel,Suisse,2.28,kg
2016-06,Camembert 60%,Conventionnel,Suisse,18.56,kg
2016-06,Cottage cheese,Conventionnel,Suisse,7.75,kg
2016-06,"Yogourt, autres fruits",Conventionnel,Suisse,3.06,kg
2016-06,Sbrinz,Conventionnel,Suisse,23.09,kg
2016-06,Gruyère,Bio,Suisse,21.45,kg
2016-06,Appenzell,Conventionnel,Suisse,18.45,kg
2016-06,Tilsit,Bio,Suisse,19.89,kg
2016-06,Lait entier,Bio,Suisse,1.78,Litre
2016-06,Beurre de choix,Conventionnel,Suisse,14.7,kg
2016-06,Tilsit,Conventionnel,Suisse,16.88,kg
2016-06,Lait drink,Conventionnel,Suisse,1.43,Litre
2016-06,Lait entier,Bio,Suisse,1.8,Litre
2016-06,Brie CH 45%,Bio,Suisse,21.94,kg
2016-06,Yogourt nature,Bio,Suisse,3.33,kg
2016-06,Vacherin fribourgeois,Conventionnel,Suisse,19.5,kg
2016-06,Crème entière,Conventionnel,Suisse,6.24,Litre
2016-06,Beurre à rôtir,Conventionnel,Suisse,17.16,kg
2016-06,Mozzarella,Bio,Suisse,14.0,kg
2016-06,Crème à café,Conventionnel,Suisse,3.48,Litre
2016-06,Beurre de cuisine,Conventionnel,Suisse,11.88,kg
2016-06,Crème entière,Bio,Suisse,13.3,Litre
2016-06,Emmentaler,Bio,Suisse,19.59,kg
2016-06,Lait entier,Conventionnel,Suisse,1.26,Litre
2016-06,Tomme,Conventionnel,Suisse,18.0,kg
2016-06,Mozzarella,Conventionnel,Suisse,9.8,kg
2016-06,Lait drink,Bio,Suisse,1.78,Litre
2016-06,Lait entier,Conventionnel,Suisse,1.43,Litre
2016-06,Emmentaler,Conventionnel,Suisse,19.22,kg
2016-06,Lait drink,Conventionnel,Suisse,1.28,Litre
2016-05,Beurre de cuisine,Conventionnel,Suisse,11.8,kg
2016-05,Crème à café,Conventionnel,Suisse,3.48,Litre
2016-05,Lait drink,Conventionnel,Suisse,1.43,Litre
2016-05,Sbrinz,Conventionnel,Suisse,23.09,kg
2016-05,Demi-crème,Conventionnel,Suisse,4.66,Litre
2016-05,Lait drink,Bio,Suisse,1.77,Litre
2016-05,Cottage cheese,Conventionnel,Suisse,7.75,kg
2016-05,Yogourt nature,Conventionnel,Suisse,2.28,kg
2016-05,Appenzell,Conventionnel,Suisse,16.61,kg
2016-05,Tilsit,Bio,Suisse,19.89,kg
2016-05,Gruyère,Conventionnel,Suisse,15.97,kg
2016-05,Emmentaler,Conventionnel,Suisse,19.22,kg
2016-05,Emmentaler,Bio,Suisse,20.0,kg
2016-05,Tomme,Conventionnel,Suisse,18.0,kg
2016-05,Appenzell,Conventionnel,Suisse,18.45,kg
2016-05,Edamer CH,Conventionnel,Suisse,14.85,kg
2016-05,Gruyère,Bio,Suisse,21.91,kg
2016-05,"Yogourt, autres fruits",Bio,Suisse,4.11,kg
2016-05,Lait drink,Bio,Suisse,1.78,Litre
2016-05,Beurre de choix,Conventionnel,Suisse,14.7,kg
2016-05,Beurre de choix,Bio,Suisse,18.95,kg
2016-05,Lait entier,Bio,Suisse,1.78,Litre
2016-05,Lait entier,Conventionnel,Suisse,1.25,Litre
2016-05,Brie CH 45%,Conventionnel,Suisse,18.22,kg
2016-05,Gruyère,Conventionnel,Suisse,19.63,kg
2016-05,Lait écrémé,Conventionnel,Suisse,1.45,Litre
2016-05,Beurre à rôtir,Conventionnel,Suisse,17.16,kg
2016-05,Fromage à raclette,Conventionnel,Suisse,21.21,kg
2016-05,Lait drink,Conventionnel,Suisse,1.24,Litre
2016-05,Lait entier,Bio,Suisse,1.8,Litre
2016-05,Vacherin fribourgeois,Conventionnel,Suisse,19.5,kg
2016-05,Crème entière,Bio,Suisse,13.3,Litre
2016-05,Tête de Moine,Conventionnel,Suisse,20.83,kg
2016-05,Emmentaler,Conventionnel,Suisse,15.2,kg
2016-05,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.4,kg
2016-05,"Yogourt, autres fruits",Conventionnel,Suisse,3.11,kg
2016-05,Tilsit,Conventionnel,Suisse,13.45,kg
2016-05,Brie CH 45%,Bio,Suisse,21.94,kg
2016-05,Mozzarella,Conventionnel,Suisse,9.8,kg
2016-05,Lait entier,Conventionnel,Suisse,1.43,Litre
2016-05,Mozzarella,Bio,Suisse,14.0,kg
2016-05,Tilsit,Conventionnel,Suisse,16.88,kg
2016-05,Crème entière,Conventionnel,Suisse,6.46,Litre
2016-05,Yogourt nature,Bio,Suisse,3.33,kg
2016-05,Camembert 60%,Conventionnel,Suisse,18.64,kg
2016-04,Beurre à rôtir,Conventionnel,Suisse,17.31,kg
2016-04,"Yogourt, autres fruits",Bio,Suisse,4.11,kg
2016-04,Cottage cheese,Conventionnel,Suisse,7.75,kg
2016-04,"Yogourt, autres fruits",Conventionnel,Suisse,3.06,kg
2016-04,Tête de Moine,Conventionnel,Suisse,21.19,kg
2016-04,Lait entier,Bio,Suisse,1.8,Litre
2016-04,Emmentaler,Conventionnel,Suisse,19.22,kg
2016-04,Camembert 60%,Conventionnel,Suisse,18.72,kg
2016-04,Lait drink,Conventionnel,Suisse,1.43,Litre
2016-04,Sbrinz,Conventionnel,Suisse,22.41,kg
2016-04,Lait écrémé,Conventionnel,Suisse,1.45,Litre
2016-04,Lait entier,Bio,Suisse,1.78,Litre
2016-04,Crème entière,Conventionnel,Suisse,6.28,Litre
2016-04,Brie CH 45%,Conventionnel,Suisse,18.22,kg
2016-04,Appenzell,Conventionnel,Suisse,15.95,kg
2016-04,Emmentaler,Conventionnel,Suisse,15.65,kg
2016-04,Fromage à raclette,Conventionnel,Suisse,21.26,kg
2016-04,Emmentaler,Bio,Suisse,20.0,kg
2016-04,Mozzarella,Conventionnel,Suisse,9.8,kg
2016-04,Demi-crème,Conventionnel,Suisse,4.92,Litre
2016-04,Gruyère,Conventionnel,Suisse,19.11,kg
2016-04,Mozzarella,Bio,Suisse,14.0,kg
2016-04,Lait drink,Bio,Suisse,1.77,Litre
2016-04,Edamer CH,Conventionnel,Suisse,14.85,kg
2016-04,Yogourt nature,Conventionnel,Suisse,2.28,kg
2016-04,Yogourt nature,Bio,Suisse,3.33,kg
2016-04,Tilsit,Bio,Suisse,19.89,kg
2016-04,Brie CH 45%,Bio,Suisse,21.94,kg
2016-04,Tilsit,Conventionnel,Suisse,13.84,kg
2016-04,Crème entière,Bio,Suisse,13.3,Litre
2016-04,Tomme,Conventionnel,Suisse,18.0,kg
2016-04,Lait entier,Conventionnel,Suisse,1.43,Litre
2016-04,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.73,kg
2016-04,Vacherin fribourgeois,Conventionnel,Suisse,19.46,kg
2016-04,Lait drink,Conventionnel,Suisse,1.28,Litre
2016-04,Beurre de choix,Bio,Suisse,18.95,kg
2016-04,Tilsit,Conventionnel,Suisse,16.88,kg
2016-04,Crème à café,Conventionnel,Suisse,3.48,Litre
2016-04,Lait entier,Conventionnel,Suisse,1.24,Litre
2016-04,Gruyère,Conventionnel,Suisse,15.97,kg
2016-04,Lait drink,Bio,Suisse,1.78,Litre
2016-04,Appenzell,Conventionnel,Suisse,18.45,kg
2016-04,Gruyère,Bio,Suisse,21.91,kg
2016-04,Beurre de choix,Conventionnel,Suisse,14.95,kg
2016-04,Beurre de cuisine,Conventionnel,Suisse,12.28,kg
2016-03,Lait entier,Bio,Suisse,1.8,Litre
2016-03,Brie CH 45%,Bio,Suisse,21.94,kg
2016-03,Lait drink,Conventionnel,Suisse,1.28,Litre
2016-03,Brie CH 45%,Conventionnel,Suisse,18.11,kg
2016-03,Beurre à rôtir,Conventionnel,Suisse,17.31,kg
2016-03,Gruyère,Conventionnel,Suisse,16.55,kg
2016-03,Lait écrémé,Conventionnel,Suisse,1.48,Litre
2016-03,Edamer CH,Conventionnel,Suisse,15.08,kg
2016-03,Beurre de cuisine,Conventionnel,Suisse,12.04,kg
2016-03,Mozzarella,Conventionnel,Suisse,9.87,kg
2016-03,Lait entier,Conventionnel,Suisse,1.31,Litre
2016-03,Gruyère,Conventionnel,Suisse,19.76,kg
2016-03,Gruyère,Bio,Suisse,21.45,kg
2016-03,Lait entier,Conventionnel,Suisse,1.46,Litre
2016-03,Appenzell,Conventionnel,Suisse,16.72,kg
2016-03,Yogourt nature,Bio,Suisse,3.33,kg
2016-03,Crème entière,Conventionnel,Suisse,6.44,Litre
2016-03,Tilsit,Conventionnel,Suisse,16.53,kg
2016-03,Yogourt nature,Conventionnel,Suisse,2.28,kg
2016-03,Lait entier,Bio,Suisse,1.78,Litre
2016-03,Fromage à raclette,Conventionnel,Suisse,21.28,kg
2016-03,Beurre de choix,Bio,Suisse,18.95,kg
2016-03,Mozzarella,Bio,Suisse,14.0,kg
2016-03,Tilsit,Conventionnel,Suisse,13.96,kg
2016-03,Tilsit,Bio,Suisse,19.87,kg
2016-03,Vacherin fribourgeois,Conventionnel,Suisse,19.58,kg
2016-03,Emmentaler,Bio,Suisse,19.58,kg
2016-03,Cottage cheese,Conventionnel,Suisse,7.75,kg
2016-03,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.73,kg
2016-03,"Yogourt, autres fruits",Bio,Suisse,4.17,kg
2016-03,Camembert 60%,Conventionnel,Suisse,18.56,kg
2016-03,Appenzell,Conventionnel,Suisse,18.0,kg
2016-03,"Yogourt, autres fruits",Conventionnel,Suisse,3.0,kg
2016-03,Lait drink,Bio,Suisse,1.77,Litre
2016-03,Tête de Moine,Conventionnel,Suisse,21.32,kg
2016-03,Tomme,Conventionnel,Suisse,17.9,kg
2016-03,Crème entière,Bio,Suisse,13.15,Litre
2016-03,Emmentaler,Conventionnel,Suisse,15.77,kg
2016-03,Crème à café,Conventionnel,Suisse,3.58,Litre
2016-03,Lait drink,Conventionnel,Suisse,1.43,Litre
2016-03,Emmentaler,Conventionnel,Suisse,18.85,kg
2016-03,Demi-crème,Conventionnel,Suisse,4.9,Litre
2016-03,Lait drink,Bio,Suisse,1.78,Litre
2016-03,Sbrinz,Conventionnel,Suisse,23.16,kg
2016-03,Beurre de choix,Conventionnel,Suisse,14.95,kg
2016-02,Brie CH 45%,Conventionnel,Suisse,18.11,kg
2016-02,Gruyère,Bio,Suisse,21.92,kg
2016-02,Lait drink,Conventionnel,Suisse,1.26,Litre
2016-02,Emmentaler,Conventionnel,Suisse,19.38,kg
2016-02,Cottage cheese,Conventionnel,Suisse,7.75,kg
2016-02,"Yogourt, autres fruits",Conventionnel,Suisse,3.11,kg
2016-02,Camembert 60%,Conventionnel,Suisse,18.56,kg
2016-02,Beurre de choix,Conventionnel,Suisse,14.95,kg
2016-02,Crème entière,Conventionnel,Suisse,6.6,Litre
2016-02,Emmentaler,Bio,Suisse,19.58,kg
2016-02,Edamer CH,Conventionnel,Suisse,15.08,kg
2016-02,Lait entier,Conventionnel,Suisse,1.46,Litre
2016-02,Vacherin fribourgeois,Conventionnel,Suisse,19.34,kg
2016-02,Emmentaler,Conventionnel,Suisse,15.77,kg
2016-02,Demi-crème,Conventionnel,Suisse,4.9,Litre
2016-02,Mozzarella,Conventionnel,Suisse,9.93,kg
2016-02,Mozzarella,Bio,Suisse,14.0,kg
2016-02,Lait entier,Bio,Suisse,1.78,Litre
2016-02,Lait entier,Bio,Suisse,1.8,Litre
2016-02,Beurre de choix,Bio,Suisse,18.95,kg
2016-02,Tilsit,Conventionnel,Suisse,13.94,kg
2016-02,Yogourt nature,Bio,Suisse,3.33,kg
2016-02,"Yogourt, autres fruits",Bio,Suisse,4.11,kg
2016-02,Lait drink,Conventionnel,Suisse,1.43,Litre
2016-02,Lait drink,Bio,Suisse,1.78,Litre
2016-02,Sbrinz,Conventionnel,Suisse,23.16,kg
2016-02,Appenzell,Conventionnel,Suisse,16.72,kg
2016-02,Appenzell,Conventionnel,Suisse,18.03,kg
2016-02,Tête de Moine,Conventionnel,Suisse,21.07,kg
2016-02,Lait entier,Conventionnel,Suisse,1.31,Litre
2016-02,Fromage à raclette,Conventionnel,Suisse,20.77,kg
2016-02,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.8,kg
2016-02,Beurre à rôtir,Conventionnel,Suisse,17.31,kg
2016-02,Lait écrémé,Conventionnel,Suisse,1.48,Litre
2016-02,Crème entière,Bio,Suisse,13.15,Litre
2016-02,Tilsit,Conventionnel,Suisse,17.0,kg
2016-02,Beurre de cuisine,Conventionnel,Suisse,12.08,kg
2016-02,Crème à café,Conventionnel,Suisse,3.58,Litre
2016-02,Lait drink,Bio,Suisse,1.8,Litre
2016-02,Tilsit,Bio,Suisse,19.44,kg
2016-02,Gruyère,Conventionnel,Suisse,16.1,kg
2016-02,Brie CH 45%,Bio,Suisse,21.94,kg
2016-02,Yogourt nature,Conventionnel,Suisse,2.28,kg
2016-02,Tomme,Conventionnel,Suisse,17.9,kg
2016-02,Gruyère,Conventionnel,Suisse,19.76,kg
2016-01,Gruyère,Bio,Suisse,21.92,kg
2016-01,"Yogourt, autres fruits",Bio,Suisse,4.17,kg
2016-01,Cottage cheese,Conventionnel,Suisse,7.7,kg
2016-01,Brie CH 45%,Conventionnel,Suisse,18.11,kg
2016-01,Tilsit,Conventionnel,Suisse,13.96,kg
2016-01,Brie CH 45%,Bio,Suisse,21.94,kg
2016-01,"Yogourt, autres fruits",Conventionnel,Suisse,3.0,kg
2016-01,Lait drink,Bio,Suisse,1.8,Litre
2016-01,Crème entière,Bio,Suisse,13.15,Litre
2016-01,Emmentaler,Bio,Suisse,20.0,kg
2016-01,Camembert 60%,Conventionnel,Suisse,18.56,kg
2016-01,Emmentaler,Conventionnel,Suisse,19.38,kg
2016-01,Tomme,Conventionnel,Suisse,17.9,kg
2016-01,Tilsit,Conventionnel,Suisse,16.53,kg
2016-01,Appenzell,Conventionnel,Suisse,18.55,kg
2016-01,Appenzell,Conventionnel,Suisse,16.72,kg
2016-01,Sbrinz,Conventionnel,Suisse,22.49,kg
2016-01,Emmentaler,Conventionnel,Suisse,15.13,kg
2016-01,Beurre à rôtir,Conventionnel,Suisse,17.31,kg
2016-01,Lait entier,Bio,Suisse,1.8,Litre
2016-01,Lait drink,Bio,Suisse,1.78,Litre
2016-01,Demi-crème,Conventionnel,Suisse,5.02,Litre
2016-01,Lait entier,Bio,Suisse,1.78,Litre
2016-01,Yogourt nature,Bio,Suisse,3.33,kg
2016-01,Gruyère,Conventionnel,Suisse,16.55,kg
2016-01,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.8,kg
2016-01,Yogourt nature,Conventionnel,Suisse,2.28,kg
2016-01,Mozzarella,Conventionnel,Suisse,9.93,kg
2016-01,Mozzarella,Bio,Suisse,14.0,kg
2016-01,Gruyère,Conventionnel,Suisse,19.76,kg
2016-01,Lait entier,Conventionnel,Suisse,1.3,Litre
2016-01,Lait drink,Conventionnel,Suisse,1.28,Litre
2016-01,Beurre de choix,Bio,Suisse,18.95,kg
2016-01,Crème à café,Conventionnel,Suisse,3.58,Litre
2016-01,Tilsit,Bio,Suisse,19.87,kg
2016-01,Fromage à raclette,Conventionnel,Suisse,20.83,kg
2016-01,Beurre de cuisine,Conventionnel,Suisse,12.24,kg
2016-01,Tête de Moine,Conventionnel,Suisse,21.02,kg
2016-01,Edamer CH,Conventionnel,Suisse,15.08,kg
2016-01,Vacherin fribourgeois,Conventionnel,Suisse,19.58,kg
2016-01,Crème entière,Conventionnel,Suisse,6.44,Litre
2016-01,Lait entier,Conventionnel,Suisse,1.46,Litre
2016-01,Lait drink,Conventionnel,Suisse,1.43,Litre
2016-01,Lait écrémé,Conventionnel,Suisse,1.48,Litre
2016-01,Beurre de choix,Conventionnel,Suisse,14.95,kg
2015-12,Cottage cheese,Conventionnel,Suisse,7.7,kg
2015-12,Tilsit,Conventionnel,Suisse,16.53,kg
2015-12,Crème entière,Bio,Suisse,13.15,Litre
2015-12,Lait entier,Bio,Suisse,1.78,Litre
2015-12,Brie CH 45%,Conventionnel,Suisse,18.11,kg
2015-12,Beurre de choix,Bio,Suisse,18.95,kg
2015-12,Lait drink,Bio,Suisse,1.8,Litre
2015-12,Gruyère,Bio,Suisse,21.45,kg
2015-12,Appenzell,Conventionnel,Suisse,16.72,kg
2015-12,Beurre de cuisine,Conventionnel,Suisse,12.16,kg
2015-12,Lait drink,Bio,Suisse,1.78,Litre
2015-12,Tilsit,Conventionnel,Suisse,13.96,kg
2015-12,Tête de Moine,Conventionnel,Suisse,21.32,kg
2015-12,Tilsit,Bio,Suisse,19.44,kg
2015-12,Emmentaler,Conventionnel,Suisse,19.38,kg
2015-12,Mozzarella,Conventionnel,Suisse,10.0,kg
2015-12,Lait écrémé,Conventionnel,Suisse,1.48,Litre
2015-12,Beurre à rôtir,Conventionnel,Suisse,17.31,kg
2015-12,Sbrinz,Conventionnel,Suisse,23.16,kg
2015-12,Brie CH 45%,Bio,Suisse,21.94,kg
2015-12,Crème entière,Conventionnel,Suisse,6.16,Litre
2015-12,Emmentaler,Conventionnel,Suisse,15.77,kg
2015-12,Crème à café,Conventionnel,Suisse,3.58,Litre
2015-12,Emmentaler,Bio,Suisse,20.0,kg
2015-12,Tomme,Conventionnel,Suisse,17.9,kg
2015-12,Mozzarella,Bio,Suisse,14.0,kg
2015-12,"Yogourt, autres fruits",Conventionnel,Suisse,3.0,kg
2015-12,Camembert 60%,Conventionnel,Suisse,18.56,kg
2015-12,Lait drink,Conventionnel,Suisse,1.43,Litre
2015-12,Edamer CH,Conventionnel,Suisse,15.08,kg
2015-12,Gruyère,Conventionnel,Suisse,19.25,kg
2015-12,Lait entier,Bio,Suisse,1.8,Litre
2015-12,Gruyère,Conventionnel,Suisse,16.55,kg
2015-12,Yogourt nature,Bio,Suisse,3.33,kg
2015-12,Lait entier,Conventionnel,Suisse,1.31,Litre
2015-12,Beurre de choix,Conventionnel,Suisse,14.95,kg
2015-12,Vacherin fribourgeois,Conventionnel,Suisse,19.58,kg
2015-12,Fromage à raclette,Conventionnel,Suisse,21.24,kg
2015-12,Lait drink,Conventionnel,Suisse,1.31,Litre
2015-12,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.8,kg
2015-12,"Yogourt, autres fruits",Bio,Suisse,4.17,kg
2015-12,Yogourt nature,Conventionnel,Suisse,2.28,kg
2015-12,Lait entier,Conventionnel,Suisse,1.46,Litre
2015-12,Demi-crème,Conventionnel,Suisse,5.02,Litre
2015-12,Appenzell,Conventionnel,Suisse,18.43,kg
2015-11,Lait entier,Conventionnel,Suisse,1.46,Litre
2015-11,Crème entière,Bio,Suisse,13.15,Litre
2015-11,Lait entier,Bio,Suisse,1.8,Litre
2015-11,Emmentaler,Conventionnel,Suisse,15.32,kg
2015-11,Lait entier,Conventionnel,Suisse,1.31,Litre
2015-11,Fromage à raclette,Conventionnel,Suisse,21.51,kg
2015-11,Beurre de choix,Conventionnel,Suisse,14.9,kg
2015-11,"Yogourt, autres fruits",Conventionnel,Suisse,3.11,kg
2015-11,Lait drink,Conventionnel,Suisse,1.43,Litre
2015-11,Gruyère,Bio,Suisse,21.45,kg
2015-11,Mozzarella,Conventionnel,Suisse,10.0,kg
2015-11,Tilsit,Bio,Suisse,19.87,kg
2015-11,Appenzell,Conventionnel,Suisse,16.72,kg
2015-11,"Fromage à pâte molle, croûte mixte",Conventionnel,Suisse,22.8,kg
2015-11,Lait drink,Conventionnel,Suisse,1.25,Litre
2015-11,Beurre de cuisine,Conventionnel,Suisse,12.16,kg
2015-11,Lait drink,Bio,Suisse,1.8,Litre
2015-11,Yogourt nature,Bio,Suisse,3.33,kg
2015-11,Gruyère,Conventionnel,Suisse,19.76,kg
2015-11,Lait entier,Bio,Suisse,1.78,Litre
2015-11,Emmentaler,Conventionnel,Suisse,19.38,kg
2015-11,"Yogourt, autres fruits",Bio,Suisse,4.17,kg
2015-11,Appenzell,Conventionnel,Suisse,18.43,kg
2015-11,Tomme,Conventionnel,Suisse,17.9,kg
2015-11,Emmentaler,Bio,Suisse,20.0,kg
2015-11,Beurre à rôtir,Conventionnel,Suisse,17.31,kg
2015-11,Tête de Moine,Conventionnel,Suisse,21.32,kg
2015-11,Vacherin fribourgeois,Conventionnel,Suisse,19.58,kg
2015-11,Sbrinz,Conventionnel,Suisse,23.16,kg
2015-11,Crème entière,Conventionnel,Suisse,6.58,Litre
2015-11,Lait écrémé,Conventionnel,Suisse,1.48,Litre
2015-11,Yogourt nature,Conventionnel,Suisse,2.28,kg
2015-11,Demi-crème,Conventionnel,Suisse,4.74,Litre
2015-11,Tilsit,Conventionnel,Suisse,13.94,kg
